weekday,time,lat,lon,d_i,death,injury
4,22,64,47,0,0,0
4,22,9,14,0,0,0
4,22,33,41,1,0,1
4,22,48,48,1,0,3
4,22,24,57,0,0,0
4,22,59,60,0,0,0
4,23,29,23,0,0,0
4,23,65,48,0,0,0
4,23,65,50,0,0,0
4,23,46,72,0,0,0
4,23,81,67,0,0,0
4,23,48,77,0,0,0
4,23,63,48,0,0,0
4,23,50,92,0,0,0
4,3,32,40,0,0,0
4,3,62,51,0,0,0
4,3,17,7,0,0,0
4,3,51,83,0,0,0
4,3,60,45,0,0,0
4,3,23,19,0,0,0
4,3,52,55,0,0,0
4,3,57,70,0,0,0
4,4,60,67,0,0,0
4,4,43,67,0,0,0
4,5,46,85,0,0,0
4,5,60,67,0,0,0
4,6,44,46,1,0,1
4,6,29,44,0,0,0
4,6,50,47,0,0,0
4,6,50,81,1,0,1
4,6,77,65,0,0,0
4,6,30,25,0,0,0
4,7,37,41,0,0,0
4,7,53,54,1,0,1
4,7,33,47,0,0,0
4,7,15,17,1,0,1
4,7,32,51,1,0,2
4,7,71,57,0,0,0
4,7,35,61,0,0,0
4,7,54,57,1,0,2
4,7,87,60,0,0,0
4,7,61,77,0,0,0
4,7,46,76,1,0,1
4,7,66,49,0,0,0
4,8,82,78,0,0,0
4,8,30,40,0,0,0
4,8,48,56,0,0,0
4,8,58,57,1,0,1
4,8,63,60,0,0,0
4,8,52,85,0,0,0
4,8,57,46,0,0,0
4,8,37,56,0,0,0
4,8,64,79,0,0,0
4,8,45,66,0,0,0
4,8,47,58,0,0,0
4,8,45,46,0,0,0
4,8,52,43,0,0,0
4,8,46,74,0,0,0
4,8,27,26,0,0,0
4,8,27,34,0,0,0
4,8,75,66,0,0,0
4,8,45,56,0,0,0
4,8,70,54,0,0,0
4,8,66,47,0,0,0
4,8,48,55,0,0,0
4,8,70,55,0,0,0
4,8,66,81,1,0,2
4,8,49,48,0,0,0
4,8,67,52,0,0,0
4,9,61,48,0,0,0
4,9,55,81,0,0,0
4,9,56,72,0,0,0
4,9,11,11,0,0,0
4,9,60,87,0,0,0
4,9,91,68,1,0,2
4,9,35,43,1,0,2
4,9,65,48,0,0,0
4,9,70,50,1,0,1
4,9,66,62,0,0,0
4,9,50,47,0,0,0
4,9,51,53,0,0,0
4,9,65,94,0,0,0
4,9,64,54,0,0,0
4,9,86,67,0,0,0
4,9,35,62,0,0,0
4,9,70,50,0,0,0
4,9,78,63,1,0,1
4,9,65,47,0,0,0
4,9,53,90,0,0,0
4,9,87,64,0,0,0
4,9,81,72,0,0,0
4,9,52,46,0,0,0
4,9,36,52,0,0,0
4,9,46,54,0,0,0
3,0,82,69,0,0,0
3,0,47,70,0,0,0
3,0,48,85,0,0,0
3,0,48,78,1,0,1
3,0,73,58,1,0,4
3,10,62,50,0,0,0
3,10,68,54,0,0,0
3,10,58,62,0,0,0
3,10,91,63,1,0,1
3,10,68,54,1,0,2
3,10,54,92,0,0,0
3,10,33,53,1,0,1
3,10,40,49,0,0,0
3,10,45,64,0,0,0
3,10,92,65,0,0,0
3,10,64,50,0,0,0
3,10,50,53,0,0,0
3,10,91,72,0,0,0
3,10,62,46,0,0,0
3,10,61,50,0,0,0
3,10,73,57,1,0,1
3,10,42,60,1,0,2
3,10,55,49,0,0,0
3,10,71,52,1,0,1
3,11,87,64,0,0,0
3,11,46,69,0,0,0
3,11,70,56,0,0,0
3,11,63,59,0,0,0
3,11,89,66,1,0,1
3,11,39,70,0,0,0
3,11,30,48,1,0,1
3,11,62,51,0,0,0
3,11,69,54,0,0,0
3,11,65,53,0,0,0
3,11,55,50,0,0,0
3,11,65,87,0,0,0
3,12,41,56,0,0,0
3,12,61,63,0,0,0
3,12,66,49,1,0,1
3,12,53,94,1,0,1
3,12,63,47,0,0,0
3,12,62,91,0,0,0
3,12,82,57,0,0,0
3,12,43,84,1,0,1
3,12,63,49,0,0,0
3,12,47,70,0,0,0
3,12,62,47,1,0,1
3,12,76,57,0,0,0
3,13,71,56,0,0,0
3,13,62,78,0,0,0
3,13,65,48,0,0,0
3,13,34,46,0,0,0
3,13,59,50,0,0,0
3,13,83,56,0,0,0
3,13,57,87,1,0,1
3,13,47,86,1,0,1
3,13,32,33,1,0,1
3,13,56,70,0,0,0
3,13,47,80,0,0,0
3,13,47,48,0,0,0
3,13,51,77,1,0,4
3,13,60,71,0,0,0
3,13,62,51,0,0,0
3,14,41,64,0,0,0
3,14,37,51,0,0,0
3,14,66,91,0,0,0
3,14,28,52,0,0,0
3,14,42,89,0,0,0
3,14,50,79,0,0,0
3,14,51,59,0,0,0
3,14,66,59,0,0,0
3,14,31,18,0,0,0
3,14,80,62,1,0,1
3,14,83,74,0,0,0
3,14,67,56,0,0,0
3,14,62,58,1,0,1
3,14,92,72,1,0,5
3,14,50,44,0,0,0
3,14,24,51,0,0,0
3,14,25,54,0,0,0
3,14,78,69,0,0,0
3,14,22,53,0,0,0
3,14,83,64,0,0,0
3,15,51,79,0,0,0
3,15,52,78,0,0,0
3,15,44,69,1,0,1
3,15,44,59,0,0,0
3,15,47,46,0,0,0
3,15,62,62,0,0,0
3,15,61,51,0,0,0
3,15,63,46,0,0,0
3,15,52,76,0,0,0
3,15,46,45,1,0,2
3,15,79,59,0,0,0
3,15,39,55,0,0,0
3,15,63,76,0,0,0
3,15,53,83,0,0,0
3,15,45,65,0,0,0
3,15,22,47,0,0,0
3,15,76,56,0,0,0
3,15,70,56,0,0,0
3,16,50,56,0,0,0
3,16,42,85,1,0,2
3,16,32,57,0,0,0
3,16,59,48,0,0,0
3,16,65,50,1,0,1
3,16,64,47,0,0,0
3,16,49,61,0,0,0
3,16,46,80,0,0,0
3,16,29,30,1,0,1
3,16,45,64,0,0,0
3,16,59,50,0,0,0
3,16,63,52,0,0,0
3,16,72,51,0,0,0
3,16,51,61,0,0,0
3,16,59,98,0,0,0
3,16,91,74,1,0,2
3,16,50,94,0,0,0
3,16,62,81,0,0,0
3,16,53,93,0,0,0
3,17,31,49,0,0,0
3,17,58,48,0,0,0
3,17,61,50,0,0,0
3,17,64,52,0,0,0
3,17,64,53,0,0,0
3,17,62,55,0,0,0
3,17,55,94,0,0,0
3,17,52,81,0,0,0
3,17,65,87,0,0,0
3,17,87,62,0,0,0
3,17,60,45,0,0,0
3,17,42,69,0,0,0
3,17,29,52,0,0,0
3,17,45,61,0,0,0
3,17,36,32,0,0,0
3,17,63,48,0,0,0
3,17,79,63,0,0,0
3,17,52,44,0,0,0
3,17,15,20,0,0,0
3,17,32,54,0,0,0
3,17,75,56,0,0,0
3,17,76,62,0,0,0
3,17,31,49,0,0,0
3,17,41,64,0,0,0
3,17,26,53,0,0,0
3,17,27,53,0,0,0
3,17,81,61,1,0,2
3,17,43,58,0,0,0
3,17,48,94,0,0,0
3,17,88,64,0,0,0
3,17,65,49,1,0,1
3,17,64,46,0,0,0
3,17,27,33,0,0,0
3,17,55,48,1,0,6
3,17,49,53,0,0,0
3,18,48,49,0,0,0
3,18,42,53,0,0,0
3,18,62,50,0,0,0
3,18,63,57,0,0,0
3,18,62,59,0,0,0
3,18,70,78,0,0,0
3,18,65,86,0,0,0
3,18,18,17,0,0,0
3,18,58,72,1,0,1
3,18,38,30,1,0,1
3,18,55,66,1,0,1
3,18,54,47,0,0,0
3,18,45,64,0,0,0
3,18,23,53,0,0,0
3,18,38,61,0,0,0
3,18,63,53,0,0,0
3,18,43,65,1,0,1
3,18,48,49,0,0,0
3,18,93,71,1,0,1
3,18,30,49,1,0,1
3,18,90,71,0,0,0
3,18,61,87,0,0,0
3,18,42,53,1,0,1
3,18,66,52,1,0,1
3,18,83,58,0,0,0
3,18,56,79,1,0,1
3,18,50,60,1,0,2
3,19,39,43,0,0,0
3,19,76,56,1,0,1
3,19,54,46,1,0,2
3,19,14,20,0,0,0
3,19,49,68,0,0,0
3,19,60,68,1,0,1
3,19,33,58,0,0,0
3,19,60,60,1,0,2
3,19,35,55,0,0,0
3,19,28,51,0,0,0
3,1,56,48,1,0,1
3,1,53,47,1,0,1
3,1,59,87,0,0,0
3,1,85,64,0,0,0
3,1,36,27,0,0,0
3,20,28,45,0,0,0
3,20,64,45,0,0,0
3,20,49,58,1,0,1
3,20,56,75,1,0,1
3,20,41,86,1,0,2
3,20,67,53,0,0,0
3,20,29,25,1,0,1
3,20,29,53,0,0,0
3,20,48,54,0,0,0
3,20,44,68,0,0,0
3,20,58,47,0,0,0
3,20,49,49,1,0,1
3,20,38,53,1,0,1
3,20,84,72,0,0,0
3,20,89,63,0,0,0
3,20,62,49,0,0,0
3,20,59,47,0,0,0
3,20,44,58,1,0,1
3,20,45,51,1,0,1
3,20,22,53,0,0,0
3,21,69,49,0,0,0
3,21,62,48,0,0,0
3,21,60,96,0,0,0
3,21,64,51,0,0,0
3,21,38,43,0,0,0
3,21,56,47,0,0,0
3,21,89,67,0,0,0
3,21,36,39,0,0,0
3,21,64,52,1,0,1
3,22,36,31,0,0,0
3,22,61,47,0,0,0
3,22,73,56,1,0,1
3,22,61,50,0,0,0
3,22,44,73,0,0,0
3,22,64,66,0,0,0
3,22,55,48,0,0,0
3,22,24,55,0,0,0
3,23,59,51,1,0,3
3,23,54,46,0,0,0
3,23,76,64,1,0,3
3,23,63,47,0,0,0
3,2,62,51,0,0,0
3,2,55,55,0,0,0
3,3,62,50,0,0,0
3,3,64,79,0,0,0
3,3,66,54,0,0,0
3,4,32,49,1,0,1
3,4,64,50,0,0,0
3,4,62,46,0,0,0
3,4,64,53,0,0,0
3,4,25,55,0,0,0
3,5,55,47,0,0,0
3,5,61,49,0,0,0
3,5,42,93,1,0,1
3,6,60,75,0,0,0
3,6,64,89,0,0,0
3,6,42,93,0,0,0
3,6,48,53,0,0,0
3,6,60,44,0,0,0
3,6,63,45,0,0,0
3,6,59,58,0,0,0
3,6,23,31,1,0,1
3,6,49,49,0,0,0
3,7,37,68,1,0,1
3,7,59,63,0,0,0
3,7,63,52,1,0,1
3,7,60,59,1,0,1
3,7,59,79,0,0,0
3,8,55,49,0,0,0
3,8,64,69,0,0,0
3,8,49,81,0,0,0
3,8,29,30,0,0,0
3,8,82,57,1,0,2
3,8,42,78,0,0,0
3,8,89,64,0,0,0
3,8,63,55,0,0,0
3,8,25,58,0,0,0
3,8,64,83,0,0,0
3,8,64,79,0,0,0
3,8,24,27,0,0,0
3,8,86,69,0,0,0
3,8,43,60,0,0,0
3,8,65,92,0,0,0
3,8,69,49,0,0,0
3,8,89,75,0,0,0
3,8,29,54,0,0,0
3,8,63,69,0,0,0
3,8,84,71,0,0,0
3,8,67,84,0,0,0
3,8,33,44,0,0,0
3,8,42,48,1,0,1
3,8,84,65,1,0,1
3,9,31,48,0,0,0
3,9,85,58,0,0,0
3,9,26,62,1,0,1
3,9,76,58,0,0,0
3,9,52,78,1,0,1
3,9,60,97,0,0,0
3,9,68,50,0,0,0
3,9,67,50,0,0,0
3,9,47,50,0,0,0
3,9,68,50,0,0,0
3,9,34,42,0,0,0
3,9,54,83,0,0,0
3,9,39,55,0,0,0
3,9,58,45,0,0,0
3,9,62,50,0,0,0
3,9,45,85,1,0,1
3,9,51,54,0,0,0
3,9,33,61,0,0,0
3,9,24,52,0,0,0
3,9,64,83,0,0,0
3,9,76,53,0,0,0
3,9,47,83,0,0,0
3,9,63,48,1,0,1
3,9,31,64,1,0,1
2,0,61,56,0,0,0
2,0,76,53,1,0,2
2,0,42,92,0,0,0
2,0,42,92,0,0,0
2,0,90,73,0,0,0
2,10,77,79,0,0,0
2,10,46,48,0,0,0
2,10,61,49,0,0,0
2,10,81,56,0,0,0
2,10,63,76,0,0,0
2,10,83,75,0,0,0
2,10,79,55,0,0,0
2,10,47,47,1,0,1
2,10,55,74,1,0,1
2,10,82,74,0,0,0
2,10,55,46,0,0,0
2,10,85,60,0,0,0
2,10,78,68,0,0,0
2,10,49,47,0,0,0
2,10,37,44,0,0,0
2,10,61,44,0,0,0
2,10,63,52,0,0,0
2,10,65,52,0,0,0
2,10,62,59,0,0,0
2,10,48,84,0,0,0
2,10,30,52,1,0,1
2,10,92,62,0,0,0
2,10,57,44,0,0,0
2,10,33,31,0,0,0
2,10,62,55,0,0,0
2,10,69,75,0,0,0
2,11,79,62,0,0,0
2,11,85,70,0,0,0
2,11,87,77,0,0,0
2,11,39,57,0,0,0
2,11,33,53,0,0,0
2,11,65,77,0,0,0
2,11,57,68,0,0,0
2,11,29,25,0,0,0
2,11,95,69,0,0,0
2,11,40,64,0,0,0
2,11,49,50,0,0,0
2,11,34,64,0,0,0
2,11,57,48,0,0,0
2,11,63,86,0,0,0
2,11,21,46,1,0,1
2,11,60,49,0,0,0
2,11,75,60,0,0,0
2,11,54,43,0,0,0
2,11,55,77,0,0,0
2,11,52,45,0,0,0
2,12,80,71,0,0,0
2,12,29,44,0,0,0
2,12,54,45,0,0,0
2,12,49,82,0,0,0
2,12,71,77,0,0,0
2,12,43,49,1,0,1
2,12,65,63,0,0,0
2,12,33,50,0,0,0
2,12,53,54,0,0,0
2,12,96,73,1,0,1
2,12,65,47,0,0,0
2,12,40,92,0,0,0
2,12,43,59,1,0,1
2,12,43,48,1,0,1
2,12,61,77,0,0,0
2,12,24,61,1,0,1
2,12,36,51,0,0,0
2,12,61,65,0,0,0
2,12,81,56,0,0,0
2,13,60,58,0,0,0
2,13,66,84,0,0,0
2,13,35,58,0,0,0
2,13,94,74,0,0,0
2,13,61,50,0,0,0
2,13,72,58,0,0,0
2,13,54,86,0,0,0
2,13,62,59,0,0,0
2,13,43,54,0,0,0
2,13,65,54,0,0,0
2,13,63,52,0,0,0
2,13,61,55,0,0,0
2,13,47,50,1,0,1
2,13,47,84,1,0,1
2,13,81,69,0,0,0
2,13,92,61,0,0,0
2,13,39,57,0,0,0
2,13,60,48,0,0,0
2,14,79,59,0,0,0
2,14,51,56,0,0,0
2,14,30,45,0,0,0
2,14,54,50,0,0,0
2,14,48,49,0,0,0
2,14,51,80,0,0,0
2,14,63,49,0,0,0
2,14,37,47,0,0,0
2,14,92,62,0,0,0
2,14,61,50,0,0,0
2,14,78,68,0,0,0
2,14,79,71,0,0,0
2,14,53,47,0,0,0
2,14,64,76,0,0,0
2,14,51,85,0,0,0
2,14,61,51,0,0,0
2,14,63,48,0,0,0
2,15,34,42,0,0,0
2,15,29,49,0,0,0
2,15,71,57,0,0,0
2,15,65,78,0,0,0
2,15,64,75,0,0,0
2,15,50,80,0,0,0
2,15,41,59,0,0,0
2,15,26,92,0,0,0
2,15,76,58,0,0,0
2,15,87,65,0,0,0
2,15,28,56,0,0,0
2,15,50,80,0,0,0
2,15,34,24,1,0,1
2,15,44,48,1,0,2
2,15,43,48,0,0,0
2,15,82,61,0,0,0
2,15,62,58,0,0,0
2,15,64,66,0,0,0
2,15,29,59,1,0,1
2,15,39,66,0,0,0
2,15,55,82,0,0,0
2,16,78,69,0,0,0
2,16,52,54,0,0,0
2,16,55,48,0,0,0
2,16,57,45,0,0,0
2,16,60,55,0,0,0
2,16,51,88,0,0,0
2,16,24,78,0,0,0
2,16,58,90,0,0,0
2,16,46,72,0,0,0
2,16,26,32,0,0,0
2,16,70,56,0,0,0
2,16,37,54,1,0,1
2,16,63,47,0,0,0
2,16,94,71,0,0,0
2,16,30,53,0,0,0
2,16,40,44,1,0,1
2,16,70,54,0,0,0
2,16,50,79,0,0,0
2,16,54,44,0,0,0
2,16,63,52,0,0,0
2,16,29,19,0,0,0
2,16,46,90,1,0,1
2,16,66,84,0,0,0
2,16,35,51,1,0,1
2,16,31,56,0,0,0
2,16,55,48,0,0,0
2,16,45,55,0,0,0
2,16,58,69,0,0,0
2,16,63,45,0,0,0
2,16,59,46,0,0,0
2,17,48,48,1,0,1
2,17,53,43,0,0,0
2,17,18,10,0,0,0
2,17,46,52,0,0,0
2,17,60,44,0,0,0
2,17,62,77,1,0,1
2,17,78,71,1,0,1
2,17,78,62,0,0,0
2,17,53,46,0,0,0
2,17,74,60,0,0,0
2,17,56,90,0,0,0
2,17,65,53,0,0,0
2,17,63,93,0,0,0
2,17,30,53,0,0,0
2,17,85,62,0,0,0
2,17,33,50,0,0,0
2,17,58,49,0,0,0
2,17,58,47,0,0,0
2,17,43,86,0,0,0
2,17,53,75,1,0,1
2,17,35,40,0,0,0
2,17,64,52,0,0,0
2,17,62,56,0,0,0
2,17,54,73,0,0,0
2,17,38,30,0,0,0
2,17,52,53,0,0,0
2,17,36,50,1,0,1
2,18,86,67,0,0,0
2,18,78,65,0,0,0
2,18,90,72,0,0,0
2,18,31,40,0,0,0
2,18,72,51,0,0,0
2,18,63,48,0,0,0
2,18,62,78,0,0,0
2,18,54,76,0,0,0
2,18,39,54,1,0,2
2,18,89,72,0,0,0
2,18,32,57,0,0,0
2,18,45,58,1,0,1
2,18,39,52,0,0,0
2,18,64,52,0,0,0
2,18,63,71,0,0,0
2,18,66,49,1,0,1
2,18,82,67,0,0,0
2,18,66,54,0,0,0
2,18,45,58,0,0,0
2,18,25,52,0,0,0
2,18,75,56,0,0,0
2,18,49,49,0,0,0
2,18,49,56,1,0,1
2,19,28,41,0,0,0
2,19,31,56,1,0,1
2,19,64,52,0,0,0
2,19,68,55,0,0,0
2,19,18,16,0,0,0
2,19,63,78,1,0,1
2,19,51,43,0,0,0
2,19,83,56,1,0,1
2,19,59,47,1,0,3
2,19,78,69,0,0,0
2,19,59,50,0,0,0
2,19,49,79,0,0,0
2,19,49,80,0,0,0
2,19,16,13,0,0,0
2,19,61,73,0,0,0
2,19,61,49,0,0,0
2,19,97,73,0,0,0
2,19,71,52,0,0,0
2,19,32,48,0,0,0
2,19,28,46,0,0,0
2,19,27,56,0,0,0
2,1,52,48,0,0,0
2,20,22,53,0,0,0
2,20,62,46,0,0,0
2,20,61,58,0,0,0
2,20,54,76,0,0,0
2,20,44,74,0,0,0
2,20,53,67,1,0,1
2,20,55,89,0,0,0
2,20,34,47,0,0,0
2,20,42,93,1,0,1
2,20,36,51,1,0,1
2,20,33,51,1,0,1
2,20,30,90,0,0,0
2,21,66,81,0,0,0
2,21,40,59,1,0,1
2,21,65,51,0,0,0
2,21,87,64,0,0,0
2,21,57,92,1,0,1
2,21,36,54,0,0,0
2,21,44,92,0,0,0
2,21,30,24,1,0,1
2,21,65,59,0,0,0
2,21,83,78,0,0,0
2,21,62,48,0,0,0
2,21,36,51,0,0,0
2,21,59,49,0,0,0
2,22,91,70,0,0,0
2,22,36,53,0,0,0
2,22,35,49,0,0,0
2,22,58,47,0,0,0
2,22,31,32,0,0,0
2,23,51,61,0,0,0
2,23,38,65,0,0,0
2,23,58,46,0,0,0
2,23,24,52,1,0,2
2,23,55,46,0,0,0
2,23,47,49,1,0,1
2,23,29,40,0,0,0
2,23,48,71,0,0,0
2,2,88,70,1,0,3
2,3,42,47,0,0,0
2,3,64,50,0,0,0
2,6,48,49,0,0,0
2,6,62,78,1,0,1
2,6,52,81,1,0,1
2,6,73,58,0,0,0
2,6,91,67,1,0,1
2,6,96,71,0,0,0
2,6,43,57,0,0,0
2,6,58,57,0,0,0
2,6,96,71,0,0,0
2,6,53,77,0,0,0
2,6,40,54,0,0,0
2,7,68,62,0,0,0
2,7,16,13,0,0,0
2,7,70,54,0,0,0
2,7,43,83,0,0,0
2,7,91,68,1,0,1
2,7,81,63,0,0,0
2,7,45,90,0,0,0
2,7,61,46,0,0,0
2,7,53,86,0,0,0
2,7,34,57,0,0,0
2,7,60,58,0,0,0
2,7,57,50,1,0,1
2,8,41,57,0,0,0
2,8,40,45,0,0,0
2,8,68,53,0,0,0
2,8,33,26,0,0,0
2,8,27,33,1,0,1
2,8,91,76,0,0,0
2,8,81,69,0,0,0
2,8,43,62,0,0,0
2,8,53,45,0,0,0
2,8,23,23,0,0,0
2,8,34,27,0,0,0
2,8,92,64,1,0,2
2,8,49,80,1,0,2
2,8,34,44,0,0,0
2,8,74,58,0,0,0
2,8,92,63,0,0,0
2,8,66,53,0,0,0
2,8,74,57,0,0,0
2,8,86,72,0,0,0
2,8,81,56,0,0,0
2,8,52,54,1,0,1
2,8,43,79,1,0,1
2,8,77,71,0,0,0
2,8,31,44,0,0,0
2,8,45,78,0,0,0
2,8,49,81,1,0,2
2,8,61,94,1,0,1
2,8,33,24,0,0,0
2,8,55,75,0,0,0
2,8,50,80,0,0,0
2,8,90,62,0,0,0
2,8,66,53,0,0,0
2,8,57,68,0,0,0
2,9,84,62,0,0,0
2,9,42,65,0,0,0
2,9,26,53,0,0,0
2,9,35,29,0,0,0
2,9,82,56,0,0,0
2,9,60,86,0,0,0
2,9,54,79,0,0,0
2,9,87,66,1,0,1
2,9,50,63,0,0,0
2,9,25,48,0,0,0
2,9,33,40,0,0,0
2,9,19,15,1,0,1
2,9,57,49,0,0,0
2,9,59,65,0,0,0
2,9,50,82,0,0,0
2,9,58,64,0,0,0
2,9,47,57,0,0,0
1,0,44,66,1,0,3
1,0,39,53,0,0,0
1,0,44,66,0,0,0
1,0,35,63,0,0,0
1,0,75,57,1,0,3
1,10,82,75,0,0,0
1,10,41,65,0,0,0
1,10,43,54,0,0,0
1,10,68,48,0,0,0
1,10,67,48,0,0,0
1,10,53,76,0,0,0
1,10,49,49,1,0,2
1,10,33,52,0,0,0
1,10,58,69,0,0,0
1,10,91,75,0,0,0
1,10,74,58,0,0,0
1,10,86,69,0,0,0
1,10,44,93,1,0,3
1,10,31,17,0,0,0
1,10,64,48,0,0,0
1,10,80,76,0,0,0
1,10,38,47,0,0,0
1,11,62,46,0,0,0
1,11,61,57,0,0,0
1,11,45,66,0,0,0
1,11,60,72,1,0,1
1,11,82,57,0,0,0
1,11,78,67,0,0,0
1,11,52,52,0,0,0
1,11,63,78,0,0,0
1,11,60,50,0,0,0
1,11,50,65,0,0,0
1,11,49,49,0,0,0
1,11,64,48,0,0,0
1,12,77,60,0,0,0
1,12,54,74,0,0,0
1,12,57,71,0,0,0
1,12,58,72,0,0,0
1,12,74,60,0,0,0
1,12,62,78,0,0,0
1,12,66,57,0,0,0
1,12,64,51,1,0,1
1,12,43,66,0,0,0
1,12,91,63,1,0,1
1,12,70,85,1,0,2
1,12,56,55,1,0,1
1,12,59,67,0,0,0
1,12,77,60,1,0,1
1,13,30,90,0,0,0
1,13,66,52,0,0,0
1,13,28,29,0,0,0
1,13,60,62,1,0,2
1,13,60,67,1,0,1
1,13,56,78,1,0,2
1,13,61,47,0,0,0
1,13,47,48,0,0,0
1,13,33,48,0,0,0
1,13,58,46,0,0,0
1,13,63,93,0,0,0
1,13,42,53,1,0,10
1,13,53,54,0,0,0
1,13,80,65,1,0,1
1,13,83,74,0,0,0
1,13,65,63,0,0,0
1,14,64,50,0,0,0
1,14,60,58,0,0,0
1,14,58,73,0,0,0
1,14,47,82,1,0,1
1,14,51,47,0,0,0
1,14,53,57,0,0,0
1,14,78,65,1,0,1
1,14,53,66,0,0,0
1,14,49,49,0,0,0
1,14,37,46,1,0,1
1,14,26,52,0,0,0
1,14,64,86,0,0,0
1,14,47,47,0,0,0
1,14,65,87,0,0,0
1,14,68,53,0,0,0
1,14,62,47,0,0,0
1,14,42,48,0,0,0
1,14,69,54,0,0,0
1,14,48,61,1,0,1
1,14,36,44,0,0,0
1,14,62,98,0,0,0
1,15,64,64,0,0,0
1,15,42,89,0,0,0
1,15,20,23,0,0,0
1,15,72,52,1,0,1
1,15,44,53,0,0,0
1,15,53,48,1,0,1
1,15,65,61,1,0,1
1,15,36,46,0,0,0
1,15,39,75,0,0,0
1,15,52,54,1,0,1
1,15,49,54,0,0,0
1,15,30,47,0,0,0
1,15,41,87,0,0,0
1,15,59,67,1,0,1
1,15,31,45,0,0,0
1,15,46,52,0,0,0
1,15,66,75,0,0,0
1,15,52,86,0,0,0
1,15,81,64,1,0,4
1,15,14,16,0,0,0
1,15,58,93,1,0,4
1,15,16,15,0,0,0
1,15,87,70,1,0,1
1,16,88,63,0,0,0
1,16,49,51,0,0,0
1,16,29,53,0,0,0
1,16,64,52,0,0,0
1,16,82,56,0,0,0
1,16,84,58,0,0,0
1,16,60,58,0,0,0
1,16,61,66,0,0,0
1,16,43,79,0,0,0
1,16,57,92,0,0,0
1,16,31,27,0,0,0
1,16,60,85,0,0,0
1,16,59,47,1,0,1
1,16,55,80,0,0,0
1,16,49,60,0,0,0
1,16,91,74,0,0,0
1,16,48,46,0,0,0
1,16,42,47,0,0,0
1,16,57,48,0,0,0
1,16,67,75,0,0,0
1,16,61,67,0,0,0
1,16,48,80,0,0,0
1,16,32,56,1,0,1
1,16,65,47,1,0,1
1,16,59,57,0,0,0
1,16,65,63,1,0,1
1,16,53,71,0,0,0
1,16,60,66,0,0,0
1,16,80,65,0,0,0
1,16,60,48,0,0,0
1,16,43,58,1,0,1
1,16,41,60,1,0,2
1,16,64,51,0,0,0
1,16,58,78,0,0,0
1,16,50,67,0,0,0
1,17,65,49,0,0,0
1,17,63,53,0,0,0
1,17,66,59,0,0,0
1,17,65,60,0,0,0
1,17,51,62,0,0,0
1,17,24,54,0,0,0
1,17,61,69,1,0,1
1,17,31,31,1,0,1
1,17,66,53,0,0,0
1,17,58,69,0,0,0
1,17,39,70,1,0,1
1,17,63,77,1,0,1
1,17,63,78,1,0,1
1,17,68,80,0,0,0
1,17,82,63,1,0,1
1,17,80,74,1,0,1
1,17,57,70,1,0,1
1,17,74,57,0,0,0
1,17,80,59,0,0,0
1,17,94,71,0,0,0
1,17,51,72,0,0,0
1,17,46,84,1,0,1
1,17,63,53,1,0,1
1,17,61,67,0,0,0
1,17,65,76,1,0,1
1,17,53,89,1,0,1
1,17,33,32,1,0,1
1,17,38,43,0,0,0
1,17,53,72,0,0,0
1,18,43,49,0,0,0
1,18,45,54,0,0,0
1,18,63,46,0,0,0
1,18,60,58,0,0,0
1,18,65,51,1,0,1
1,18,87,61,1,0,2
1,18,57,54,1,0,1
1,18,55,94,1,0,1
1,18,56,78,0,0,0
1,18,56,63,1,0,4
1,18,40,66,0,0,0
1,18,33,59,0,0,0
1,18,63,83,0,0,0
1,18,63,46,0,0,0
1,18,61,48,0,0,0
1,18,65,48,0,0,0
1,18,69,78,0,0,0
1,18,77,65,1,0,1
1,18,83,65,0,0,0
1,18,44,45,0,0,0
1,18,62,46,0,0,0
1,18,70,55,1,0,1
1,18,28,52,1,0,1
1,18,77,65,0,0,0
1,18,36,55,1,0,1
1,18,65,52,0,0,0
1,18,55,49,1,0,1
1,18,53,82,1,0,1
1,19,85,63,0,0,0
1,19,46,55,1,0,1
1,19,44,86,0,0,0
1,19,63,66,0,0,0
1,19,53,49,0,0,0
1,19,60,57,0,0,0
1,19,94,71,0,0,0
1,19,31,18,0,0,0
1,19,63,52,0,0,0
1,19,74,56,0,0,0
1,19,61,56,0,0,0
1,19,63,69,0,0,0
1,1,62,51,0,0,0
1,1,59,68,1,0,1
1,20,54,91,0,0,0
1,20,60,45,0,0,0
1,20,64,60,0,0,0
1,20,64,52,0,0,0
1,21,57,44,0,0,0
1,21,63,51,0,0,0
1,21,24,79,1,0,3
1,21,83,70,1,0,1
1,21,25,30,0,0,0
1,21,43,60,1,0,1
1,21,53,83,0,0,0
1,22,63,83,0,0,0
1,22,52,76,0,0,0
1,22,35,53,1,0,2
1,22,34,31,0,0,0
1,22,56,93,1,0,1
1,22,59,75,0,0,0
1,22,47,75,0,0,0
1,22,54,48,1,0,2
1,22,67,80,0,0,0
1,22,42,61,0,0,0
1,23,64,87,0,0,0
1,23,56,50,1,0,1
1,23,31,46,0,0,0
1,23,44,77,1,0,1
1,23,41,50,0,0,0
1,23,44,60,1,0,1
1,3,52,88,0,0,0
1,3,30,52,0,0,0
1,4,63,60,0,0,0
1,5,17,7,0,0,0
1,5,72,57,1,0,1
1,5,60,50,0,0,0
1,5,66,52,0,0,0
1,5,49,77,0,0,0
