weekday,time,lat,lon,d_i,death,injury
4,3,64,89,0,0,0
4,3,47,82,0,0,0
4,3,40,58,1,0,2
4,4,45,78,0,0,0
4,4,52,45,0,0,0
4,5,92,71,1,0,1
4,5,55,57,0,0,0
4,6,58,61,0,0,0
4,6,53,83,0,0,0
4,6,44,68,0,0,0
4,7,81,76,0,0,0
4,7,39,64,0,0,0
4,7,85,69,1,0,1
4,7,47,87,1,0,1
4,7,53,93,0,0,0
4,7,50,82,0,0,0
4,7,60,51,0,0,0
4,8,77,59,0,0,0
4,8,97,62,0,0,0
4,8,70,80,0,0,0
4,8,70,83,0,0,0
3,10,53,60,1,0,1
3,10,47,69,0,0,0
3,10,80,71,0,0,0
3,10,79,71,0,0,0
3,10,68,53,0,0,0
3,10,54,76,0,0,0
3,10,50,65,0,0,0
4,8,66,76,0,0,0
4,8,50,60,0,0,0
4,8,60,58,0,0,0
4,8,79,69,1,0,1
4,8,89,70,0,0,0
4,8,88,72,0,0,0
4,8,77,56,0,0,0
4,9,75,54,0,0,0
4,9,56,58,0,0,0
4,9,97,66,1,0,1
4,9,79,77,0,0,0
4,9,81,72,0,0,0
4,9,22,49,0,0,0
4,9,57,55,0,0,0
4,9,70,57,0,0,0
4,9,69,77,0,0,0
4,9,48,60,0,0,0
4,9,36,47,1,0,2
4,9,62,45,1,0,1
4,9,62,72,1,0,1
3,0,46,73,1,0,1
3,0,59,45,0,0,0
3,0,46,52,0,0,0
3,10,45,52,0,0,0
3,10,54,47,0,0,0
3,10,81,72,0,0,0
3,10,33,58,0,0,0
3,10,86,67,1,0,1
3,10,65,77,0,0,0
3,10,66,59,0,0,0
3,10,30,53,0,0,0
3,10,63,46,0,0,0
3,10,65,50,0,0,0
3,10,88,67,0,0,0
3,10,90,71,0,0,0
3,10,65,54,0,0,0
3,10,78,66,1,0,1
3,10,25,48,0,0,0
3,10,75,56,0,0,0
3,10,89,70,0,0,0
3,10,44,74,0,0,0
3,11,34,44,0,0,0
3,11,64,47,0,0,0
3,11,57,61,0,0,0
3,11,53,47,1,0,1
3,11,79,74,0,0,0
3,11,50,48,0,0,0
3,11,65,49,0,0,0
3,11,53,56,0,0,0
3,11,44,50,1,0,1
3,11,26,88,0,0,0
3,11,23,53,0,0,0
3,11,80,65,1,0,1
3,11,50,56,1,0,1
3,11,61,44,0,0,0
3,11,83,71,0,0,0
3,11,76,61,0,0,0
3,11,45,64,0,0,0
3,11,61,77,0,0,0
3,11,61,77,1,0,1
3,11,62,68,1,0,1
3,11,81,58,0,0,0
3,11,48,68,0,0,0
3,12,43,54,0,0,0
3,12,65,51,0,0,0
3,12,64,79,0,0,0
3,12,48,68,0,0,0
3,12,36,63,1,0,1
3,12,35,55,0,0,0
3,12,66,54,1,0,3
3,12,69,56,0,0,0
3,12,70,54,0,0,0
3,12,32,44,0,0,0
3,12,63,50,0,0,0
3,12,63,82,1,0,2
3,12,33,43,1,0,1
3,12,78,55,0,0,0
3,12,49,47,0,0,0
3,13,41,61,0,0,0
3,13,54,52,0,0,0
3,13,63,92,0,0,0
3,13,33,51,1,0,1
3,13,70,54,1,0,1
3,13,56,53,0,0,0
3,13,52,92,0,0,0
3,13,65,55,0,0,0
3,13,40,68,0,0,0
3,13,58,54,0,0,0
3,13,56,47,0,0,0
3,13,61,57,0,0,0
3,13,29,30,0,0,0
3,13,37,55,0,0,0
3,13,25,55,0,0,0
3,13,45,79,0,0,0
3,13,55,47,1,1,0
3,13,64,76,0,0,0
3,13,65,66,0,0,0
3,13,67,65,0,0,0
3,13,37,44,0,0,0
3,13,47,80,0,0,0
3,14,64,47,0,0,0
3,14,52,54,1,0,1
3,14,44,50,1,0,1
3,14,57,50,1,0,1
3,14,37,48,0,0,0
3,14,24,51,0,0,0
3,14,44,94,0,0,0
3,14,45,64,1,0,1
3,14,37,45,0,0,0
3,14,70,54,0,0,0
3,14,63,60,0,0,0
3,14,30,26,0,0,0
3,14,47,49,0,0,0
3,14,47,49,0,0,0
3,14,37,62,0,0,0
3,14,55,46,0,0,0
3,14,39,44,1,0,2
3,14,56,45,1,0,1
3,14,44,46,0,0,0
3,14,60,47,0,0,0
3,14,61,50,0,0,0
3,14,46,65,0,0,0
3,14,57,83,0,0,0
3,14,64,86,0,0,0
3,14,42,94,0,0,0
3,15,91,67,0,0,0
3,15,48,48,0,0,0
3,15,29,48,0,0,0
3,15,54,59,0,0,0
3,15,54,49,0,0,0
3,15,43,83,0,0,0
3,15,74,57,1,0,1
3,15,54,44,0,0,0
3,15,24,78,0,0,0
3,15,93,73,1,0,1
3,15,62,49,1,0,1
3,15,70,54,0,0,0
3,15,50,69,0,0,0
3,15,38,65,0,0,0
3,15,42,90,0,0,0
3,15,51,47,0,0,0
3,15,58,45,0,0,0
3,15,46,68,1,0,3
3,15,50,53,0,0,0
3,15,41,65,0,0,0
3,15,22,54,0,0,0
3,15,31,24,0,0,0
3,15,89,74,1,0,1
3,15,67,52,0,0,0
3,15,93,74,0,0,0
3,15,45,65,0,0,0
3,15,55,47,0,0,0
3,15,46,50,0,0,0
3,16,80,65,0,0,0
3,16,87,62,0,0,0
3,16,67,49,0,0,0
3,16,86,59,0,0,0
3,16,64,68,0,0,0
3,16,60,87,0,0,0
3,16,78,68,0,0,0
3,16,38,55,1,1,0
3,16,45,57,0,0,0
3,16,63,50,0,0,0
3,16,96,64,0,0,0
3,16,55,45,0,0,0
3,16,55,47,0,0,0
3,16,86,64,0,0,0
3,16,54,88,0,0,0
3,16,65,66,0,0,0
3,16,64,76,0,0,0
3,16,19,22,0,0,0
3,16,93,68,0,0,0
3,16,46,63,0,0,0
3,16,76,63,0,0,0
3,16,49,55,0,0,0
3,16,67,49,0,0,0
3,16,58,91,0,0,0
3,17,38,42,0,0,0
3,17,63,51,0,0,0
3,17,68,74,0,0,0
3,17,46,49,0,0,0
3,17,63,48,0,0,0
3,17,47,70,0,0,0
3,17,52,82,0,0,0
3,17,23,22,0,0,0
3,17,43,69,0,0,0
3,17,39,89,0,0,0
3,17,45,63,1,0,1
3,17,38,63,1,0,1
3,17,94,73,0,0,0
3,17,25,55,0,0,0
3,17,68,56,0,0,0
3,17,32,41,0,0,0
3,17,32,61,0,0,0
3,17,62,48,0,0,0
3,17,59,73,0,0,0
3,17,78,68,0,0,0
3,17,52,52,0,0,0
3,17,43,54,1,0,1
3,17,66,53,0,0,0
3,17,82,56,0,0,0
3,17,62,49,0,0,0
3,18,91,75,0,0,0
3,18,40,54,0,0,0
3,18,57,72,0,0,0
3,18,56,74,0,0,0
3,18,47,78,0,0,0
3,18,56,71,0,0,0
3,18,47,61,1,0,2
3,18,51,56,0,0,0
3,18,34,41,0,0,0
3,18,74,62,0,0,0
3,18,64,57,0,0,0
3,18,71,52,0,0,0
3,18,42,64,0,0,0
3,18,53,63,0,0,0
3,18,49,48,0,0,0
3,19,32,60,0,0,0
3,19,75,60,0,0,0
3,19,44,64,0,0,0
3,19,73,54,0,0,0
3,19,68,49,0,0,0
3,19,45,53,0,0,0
3,19,59,58,0,0,0
3,19,86,64,0,0,0
3,19,62,83,0,0,0
3,19,54,54,0,0,0
3,19,42,60,0,0,0
3,19,30,48,0,0,0
3,19,74,59,0,0,0
3,19,61,50,0,0,0
3,1,63,52,0,0,0
3,1,21,71,0,0,0
3,1,60,47,0,0,0
3,1,50,64,0,0,0
3,1,22,54,1,0,1
3,20,54,48,1,0,1
3,20,49,81,0,0,0
3,20,60,47,1,0,1
3,20,87,63,0,0,0
3,20,40,64,1,0,2
3,20,64,48,0,0,0
3,20,43,49,1,0,1
3,20,46,54,0,0,0
3,21,75,58,0,0,0
3,21,81,70,0,0,0
3,21,82,66,1,0,1
3,21,91,73,0,0,0
3,21,47,52,1,0,2
3,21,63,50,0,0,0
3,21,77,53,0,0,0
3,21,80,57,0,0,0
3,21,52,46,0,0,0
3,21,49,80,0,0,0
3,22,94,70,0,0,0
3,22,53,67,0,0,0
3,22,41,92,0,0,0
3,22,63,57,0,0,0
3,22,42,59,0,0,0
3,22,32,28,0,0,0
3,22,54,83,1,0,1
3,22,62,52,0,0,0
3,22,85,70,0,0,0
3,23,42,87,0,0,0
3,23,61,51,1,0,1
3,23,63,70,1,0,1
3,23,65,52,1,0,3
3,2,91,77,1,0,2
3,3,60,62,0,0,0
3,4,63,50,0,0,0
3,4,87,59,0,0,0
3,5,58,50,0,0,0
3,5,87,59,0,0,0
3,5,67,90,1,0,1
3,5,63,80,0,0,0
3,5,66,48,0,0,0
3,5,43,87,0,0,0
3,6,64,47,0,0,0
3,6,61,78,0,0,0
3,6,62,68,0,0,0
3,6,64,53,0,0,0
3,6,57,53,0,0,0
3,6,82,68,1,0,1
3,7,82,56,0,0,0
3,7,50,48,0,0,0
3,7,62,66,0,0,0
3,7,42,47,0,0,0
3,7,37,43,0,0,0
3,7,89,61,0,0,0
3,7,47,48,0,0,0
3,7,45,78,0,0,0
3,8,64,83,0,0,0
3,8,53,83,0,0,0
3,8,59,47,0,0,0
3,8,81,78,0,0,0
3,8,33,61,0,0,0
3,8,55,74,0,0,0
3,8,71,55,1,0,1
3,8,62,46,0,0,0
3,8,37,26,0,0,0
3,8,76,57,1,0,1
3,8,49,95,1,0,1
3,8,68,74,0,0,0
3,8,65,87,0,0,0
3,8,44,67,1,0,1
3,8,47,70,0,0,0
3,8,37,41,1,0,2
3,8,85,71,0,0,0
3,9,39,55,0,0,0
3,9,57,50,0,0,0
3,9,65,51,0,0,0
3,9,64,47,0,0,0
3,9,64,49,0,0,0
3,9,64,77,0,0,0
3,9,54,53,0,0,0
3,9,62,50,0,0,0
3,9,77,60,0,0,0
3,9,47,49,0,0,0
3,9,47,50,1,0,1
3,9,63,49,0,0,0
3,9,43,48,0,0,0
2,0,55,47,0,0,0
2,0,31,54,0,0,0
2,0,27,46,0,0,0
2,0,35,42,1,0,1
2,0,40,55,1,0,1
2,0,39,89,0,0,0
2,0,23,28,0,0,0
2,10,42,62,0,0,0
2,10,55,57,0,0,0
2,10,46,67,1,0,1
2,10,52,44,1,0,1
2,10,94,71,0,0,0
2,10,27,32,0,0,0
2,10,56,80,0,0,0
2,10,32,57,0,0,0
2,10,45,62,0,0,0
2,10,62,67,0,0,0
2,10,61,45,0,0,0
2,10,67,49,0,0,0
2,10,64,52,0,0,0
2,10,61,94,0,0,0
2,10,50,56,0,0,0
2,10,52,46,0,0,0
2,10,36,54,0,0,0
2,10,54,53,0,0,0
2,10,42,56,0,0,0
2,10,64,51,0,0,0
2,11,58,48,0,0,0
2,11,56,50,0,0,0
2,11,70,80,0,0,0
2,11,54,54,1,0,1
2,11,48,76,0,0,0
2,11,21,26,0,0,0
2,11,65,95,0,0,0
2,11,57,50,0,0,0
2,11,45,54,0,0,0
2,11,51,82,1,0,1
2,11,86,63,0,0,0
2,11,76,64,1,0,1
2,11,41,56,0,0,0
2,11,60,49,0,0,0
2,11,48,88,0,0,0
2,11,51,45,0,0,0
2,11,64,51,0,0,0
2,11,28,89,0,0,0
2,12,53,46,0,0,0
2,12,93,61,0,0,0
2,12,82,68,0,0,0
2,12,49,47,0,0,0
2,12,31,42,0,0,0
2,12,65,49,0,0,0
2,12,64,51,0,0,0
2,12,69,51,0,0,0
2,12,59,65,0,0,0
2,12,66,51,1,0,1
2,12,18,23,0,0,0
2,12,53,44,0,0,0
2,12,46,50,1,0,1
2,12,39,60,0,0,0
2,12,29,31,0,0,0
2,13,93,71,0,0,0
2,13,31,47,0,0,0
2,13,61,49,0,0,0
2,13,77,56,0,0,0
2,13,29,52,0,0,0
2,13,80,59,0,0,0
2,13,82,56,0,0,0
2,13,65,60,0,0,0
2,13,50,91,1,0,2
2,13,50,56,0,0,0
2,13,74,54,1,0,1
2,13,63,49,0,0,0
2,13,52,46,0,0,0
2,13,92,77,0,0,0
2,14,43,51,0,0,0
2,14,58,48,0,0,0
2,14,59,46,0,0,0
2,14,54,48,0,0,0
2,14,36,49,1,0,1
2,14,83,71,0,0,0
2,14,53,69,1,0,2
2,14,63,68,0,0,0
2,14,61,55,0,0,0
2,14,51,80,0,0,0
2,14,68,53,0,0,0
2,14,83,74,0,0,0
2,14,58,46,0,0,0
2,14,47,62,0,0,0
2,14,47,69,1,0,1
2,14,88,64,0,0,0
2,14,48,54,0,0,0
2,14,61,47,0,0,0
2,14,92,77,0,0,0
2,14,32,59,0,0,0
2,14,62,45,0,0,0
2,14,67,53,0,0,0
2,14,50,62,0,0,0
2,14,48,55,0,0,0
2,14,49,61,0,0,0
2,14,66,49,0,0,0
2,15,47,62,0,0,0
2,15,43,61,0,0,0
2,15,60,50,0,0,0
2,15,65,70,0,0,0
2,15,56,71,0,0,0
2,15,55,75,0,0,0
2,15,49,49,0,0,0
2,15,28,44,0,0,0
2,15,65,93,0,0,0
2,15,69,50,0,0,0
2,15,47,85,0,0,0
2,15,34,24,0,0,0
2,15,26,58,0,0,0
2,15,74,61,1,0,2
2,15,24,29,0,0,0
2,15,68,62,0,0,0
2,15,59,56,0,0,0
2,15,49,49,0,0,0
2,16,63,52,0,0,0
2,16,76,53,0,0,0
2,16,49,81,1,0,1
2,16,30,13,0,0,0
2,16,86,78,0,0,0
2,16,82,60,1,0,1
2,16,36,43,1,0,1
2,16,54,47,1,0,1
2,16,68,54,0,0,0
2,16,63,49,0,0,0
2,16,25,28,0,0,0
2,16,63,70,0,0,0
2,16,65,65,0,0,0
2,16,47,69,1,0,1
2,16,37,47,1,0,1
2,16,83,62,0,0,0
2,16,76,56,0,0,0
2,16,61,86,0,0,0
2,16,49,80,1,0,1
2,16,30,50,0,0,0
2,16,51,56,0,0,0
2,17,62,46,0,0,0
2,17,22,50,0,0,0
2,17,11,10,0,0,0
2,17,33,53,0,0,0
2,18,41,46,0,0,0
2,18,78,55,0,0,0
2,18,85,58,0,0,0
2,18,65,48,1,0,1
2,18,61,55,1,0,1
2,18,85,63,0,0,0
2,18,56,45,0,0,0
2,18,39,70,0,0,0
2,18,46,56,1,0,1
2,18,62,45,0,0,0
2,18,48,56,0,0,0
2,18,92,64,0,0,0
2,18,48,47,0,0,0
2,18,47,50,1,0,1
2,18,53,84,0,0,0
2,18,87,65,0,0,0
2,18,55,44,0,0,0
2,18,62,76,0,0,0
2,18,32,26,0,0,0
2,18,57,53,1,0,1
2,18,45,55,0,0,0
2,18,64,50,0,0,0
2,18,63,69,0,0,0
2,18,21,26,0,0,0
2,18,69,50,0,0,0
2,18,47,68,1,0,1
2,19,45,55,0,0,0
2,19,46,74,0,0,0
2,19,58,54,1,0,1
2,19,48,80,1,0,1
2,19,64,53,0,0,0
2,19,42,66,0,0,0
2,19,56,47,0,0,0
2,19,56,47,0,0,0
2,19,64,50,0,0,0
2,19,70,49,0,0,0
2,19,61,70,0,0,0
2,19,52,43,0,0,0
2,19,58,59,0,0,0
2,19,78,67,0,0,0
2,19,39,56,1,0,1
2,19,36,44,0,0,0
2,19,66,49,0,0,0
2,19,67,53,0,0,0
2,19,58,95,1,0,1
2,19,35,42,0,0,0
2,19,35,59,0,0,0
2,1,31,58,0,0,0
2,1,72,51,0,0,0
2,20,63,51,0,0,0
2,20,70,55,0,0,0
2,20,49,77,0,0,0
2,20,61,73,0,0,0
2,20,84,73,1,0,1
2,20,54,43,0,0,0
2,20,51,69,0,0,0
2,20,44,57,1,0,1
2,20,63,50,0,0,0
2,20,64,46,0,0,0
2,20,71,74,0,0,0
2,20,40,55,0,0,0
2,20,70,79,0,0,0
2,20,90,69,0,0,0
2,20,60,45,0,0,0
2,20,52,82,0,0,0
2,20,47,49,0,0,0
2,20,80,60,0,0,0
2,20,90,69,0,0,0
2,20,33,47,1,0,2
2,20,54,46,0,0,0
2,20,63,47,0,0,0
2,21,83,61,0,0,0
2,21,86,64,0,0,0
2,21,65,76,0,0,0
2,21,56,60,0,0,0
2,21,36,58,1,0,1
2,21,49,76,1,0,1
2,21,32,52,0,0,0
2,21,61,65,0,0,0
2,21,48,71,0,0,0
2,22,27,55,0,0,0
2,22,41,47,0,0,0
2,22,63,47,0,0,0
2,22,49,80,0,0,0
6,8,63,48,1,0,1
2,22,39,55,0,0,0
2,22,80,71,1,0,1
2,22,77,60,0,0,0
2,22,62,51,0,0,0
2,22,63,47,0,0,0
2,22,39,53,0,0,0
2,22,64,75,0,0,0
2,22,50,63,0,0,0
2,23,46,67,0,0,0
2,23,53,58,0,0,0
2,23,43,55,1,0,2
2,23,74,58,0,0,0
2,23,37,43,1,0,1
2,23,53,66,1,0,1
2,23,88,60,0,0,0
2,23,69,49,0,0,0
2,2,64,45,0,0,0
2,2,52,57,1,0,1
2,3,86,73,0,0,0
2,4,83,57,0,0,0
2,4,88,73,0,0,0
2,5,26,34,0,0,0
2,5,37,28,0,0,0
2,6,56,58,0,0,0
2,6,88,59,0,0,0
2,6,48,84,1,0,3
2,6,37,43,0,0,0
2,6,64,82,0,0,0
2,7,62,48,0,0,0
2,7,26,30,0,0,0
2,7,41,66,0,0,0
2,7,62,47,0,0,0
2,7,89,61,0,0,0
2,7,41,69,0,0,0
2,7,56,54,0,0,0
2,7,74,57,0,0,0
2,7,63,76,0,0,0
2,7,56,79,0,0,0
2,7,50,53,0,0,0
2,7,92,62,0,0,0
2,7,50,75,1,0,1
2,7,26,57,0,0,0
2,7,56,57,0,0,0
2,7,42,92,0,0,0
2,8,85,70,0,0,0
2,8,50,56,0,0,0
2,8,45,61,0,0,0
2,8,67,63,0,0,0
2,8,70,86,0,0,0
2,8,43,85,0,0,0
2,8,21,23,0,0,0
2,8,85,72,1,0,1
2,8,76,53,1,0,1
2,8,73,58,1,0,1
2,8,83,60,0,0,0
2,8,47,51,0,0,0
2,8,41,56,0,0,0
2,8,66,53,0,0,0
2,8,49,80,0,0,0
2,8,42,47,0,0,0
2,8,90,71,1,0,2
2,8,39,65,0,0,0
2,8,40,44,0,0,0
2,8,61,66,0,0,0
2,8,49,79,0,0,0
2,8,24,77,0,0,0
2,8,37,43,0,0,0
2,8,79,56,0,0,0
2,8,77,63,0,0,0
2,8,63,50,0,0,0
2,8,66,77,0,0,0
2,8,71,56,1,0,1
2,8,62,72,0,0,0
2,8,54,78,0,0,0
2,8,89,68,0,0,0
2,8,82,67,1,0,1
2,9,82,60,0,0,0
2,9,90,67,0,0,0
2,9,62,45,0,0,0
2,9,52,44,0,0,0
2,9,61,48,0,0,0
2,9,62,49,0,0,0
2,9,87,69,0,0,0
2,9,64,51,0,0,0
2,9,24,29,0,0,0
2,9,66,62,0,0,0
2,9,53,45,1,0,1
2,9,86,67,0,0,0
2,9,59,48,0,0,0
2,9,54,70,0,0,0
2,9,58,49,1,0,1
2,9,36,32,0,0,0
2,9,52,43,0,0,0
2,9,34,27,1,0,1
2,9,39,66,0,0,0
2,9,63,83,0,0,0
2,9,62,75,0,0,0
2,9,62,66,0,0,0
2,9,60,50,0,0,0
2,9,65,46,0,0,0
2,9,60,81,0,0,0
2,9,85,58,0,0,0
1,0,64,53,0,0,0
1,0,85,69,0,0,0
1,0,73,57,0,0,0
1,0,42,61,0,0,0
1,0,24,30,0,0,0
1,0,87,64,0,0,0
1,10,35,41,0,0,0
1,10,77,53,1,0,1
1,10,51,56,0,0,0
1,10,46,51,1,0,1
1,10,74,52,1,0,1
1,10,61,90,0,0,0
1,10,96,69,0,0,0
1,11,75,60,0,0,0
1,11,45,54,0,0,0
1,11,47,52,0,0,0
1,11,64,49,0,0,0
1,11,78,57,0,0,0
1,11,60,59,0,0,0
1,11,32,53,1,0,1
1,11,65,60,1,0,1
1,11,44,61,1,0,2
1,11,86,58,0,0,0
1,11,78,65,0,0,0
1,11,16,15,0,0,0
1,11,58,71,0,0,0
1,11,49,76,0,0,0
1,11,57,55,1,0,1
1,11,51,55,0,0,0
1,11,49,47,0,0,0
1,11,83,74,0,0,0
1,11,74,58,0,0,0
1,11,93,74,0,0,0
1,11,58,45,0,0,0
1,11,31,41,0,0,0
1,11,38,60,0,0,0
1,11,62,51,0,0,0
1,11,53,44,0,0,0
1,11,91,63,0,0,0
1,11,33,57,0,0,0
1,11,78,56,0,0,0
1,11,61,66,0,0,0
1,12,45,56,0,0,0
1,12,39,53,0,0,0
1,12,60,50,0,0,0
1,12,70,77,0,0,0
1,12,78,65,0,0,0
1,12,86,73,0,0,0
1,12,46,45,0,0,0
1,12,54,79,0,0,0
1,12,78,55,0,0,0
1,12,38,57,1,0,1
1,12,94,71,0,0,0
1,12,64,52,0,0,0
1,12,65,77,0,0,0
1,12,52,90,0,0,0
1,12,45,64,0,0,0
1,12,64,52,0,0,0
1,12,47,58,1,0,1
1,12,48,54,0,0,0
1,12,59,46,0,0,0
1,12,78,56,0,0,0
1,12,58,77,1,0,3
1,12,56,45,0,0,0
1,12,63,45,0,0,0
1,13,27,47,0,0,0
1,13,49,76,0,0,0
1,13,49,49,0,0,0
1,13,35,49,0,0,0
1,13,69,49,0,0,0
1,13,83,61,0,0,0
1,13,87,62,0,0,0
1,13,34,50,0,0,0
1,13,30,78,1,0,1
1,13,39,50,0,0,0
1,13,27,51,0,0,0
1,13,61,50,0,0,0
1,13,34,32,0,0,0
1,13,77,66,0,0,0
1,13,55,74,0,0,0
1,13,91,74,0,0,0
1,13,55,72,0,0,0
1,14,54,45,0,0,0
1,14,27,52,0,0,0
1,14,66,49,0,0,0
1,14,53,64,0,0,0
1,14,29,35,1,0,1
1,14,56,46,0,0,0
1,14,63,48,1,0,1
1,14,50,49,0,0,0
1,14,29,59,0,0,0
1,14,74,67,1,0,1
1,14,63,75,0,0,0
1,14,66,85,0,0,0
1,14,36,47,0,0,0
1,14,41,56,0,0,0
1,15,55,56,0,0,0
1,15,22,54,0,0,0
1,15,67,53,0,0,0
1,15,51,63,0,0,0
1,15,21,21,0,0,0
1,15,45,55,0,0,0
1,15,39,52,0,0,0
1,15,61,50,0,0,0
1,15,65,54,0,0,0
1,15,34,53,0,0,0
1,15,92,65,0,0,0
1,15,58,47,0,0,0
1,15,53,54,0,0,0
1,16,83,62,0,0,0
1,16,49,53,0,0,0
1,16,28,52,0,0,0
1,16,68,48,0,0,0
1,16,47,92,0,0,0
1,16,17,22,0,0,0
1,16,36,49,1,0,1
1,16,57,55,1,0,1
1,16,59,65,1,0,1
1,16,40,62,1,0,3
1,16,41,46,0,0,0
1,16,54,44,0,0,0
1,16,51,55,1,0,2
1,16,53,52,0,0,0
1,16,42,58,0,0,0
1,16,63,51,0,0,0
1,16,24,57,0,0,0
1,16,61,49,0,0,0
1,16,51,82,0,0,0
1,16,62,49,1,0,2
1,16,61,45,0,0,0
1,16,49,47,0,0,0
1,16,82,56,0,0,0
1,16,27,62,0,0,0
1,16,33,25,0,0,0
1,16,62,49,0,0,0
1,17,91,69,0,0,0
1,17,50,57,0,0,0
1,17,29,51,0,0,0
1,17,41,46,0,0,0
1,17,43,60,0,0,0
1,17,57,46,0,0,0
1,17,63,76,0,0,0
1,17,24,52,0,0,0
1,17,41,58,0,0,0
1,17,49,54,0,0,0
1,17,65,77,0,0,0
1,17,46,84,0,0,0
1,17,78,75,0,0,0
1,17,68,50,0,0,0
1,17,76,56,0,0,0
1,17,77,72,0,0,0
1,17,51,58,0,0,0
1,17,35,41,0,0,0
1,17,30,58,0,0,0
1,17,61,51,0,0,0
1,17,41,65,0,0,0
1,17,87,63,0,0,0
1,17,44,71,1,0,1
1,17,81,56,0,0,0
1,17,54,47,0,0,0
1,17,68,78,0,0,0
1,17,53,53,0,0,0
1,17,36,48,0,0,0
1,17,55,65,1,0,1
1,17,10,3,1,0,1
1,17,38,50,1,0,1
1,17,65,53,0,0,0
1,17,51,83,0,0,0
1,17,41,87,0,0,0
1,17,86,67,0,0,0
1,17,84,67,0,0,0
1,18,65,49,0,0,0
1,18,64,46,0,0,0
1,18,47,76,0,0,0
1,18,52,80,0,0,0
1,18,35,55,0,0,0
1,18,34,54,0,0,0
1,18,32,44,0,0,0
1,18,49,75,0,0,0
1,18,50,79,0,0,0
1,18,48,56,0,0,0
1,18,64,60,0,0,0
1,18,35,47,0,0,0
1,18,65,51,0,0,0
1,18,35,57,1,0,2
1,18,58,50,1,0,1
1,18,84,60,0,0,0
1,18,60,49,0,0,0
1,18,63,47,0,0,0
1,18,52,71,0,0,0
1,18,15,17,0,0,0
1,18,53,49,0,0,0
1,18,60,48,0,0,0
1,18,31,56,0,0,0
1,18,67,49,0,0,0
1,18,50,83,0,0,0
1,18,50,83,0,0,0
1,19,26,52,0,0,0
1,19,65,50,0,0,0
1,19,65,49,0,0,0
1,19,64,52,0,0,0
1,19,79,61,1,0,1
1,19,79,66,1,0,2
1,19,76,54,0,0,0
1,19,57,85,0,0,0
1,19,62,46,0,0,0
1,19,55,48,0,0,0
1,19,74,60,0,0,0
1,19,38,63,0,0,0
1,19,53,67,0,0,0
1,19,88,61,1,0,1
1,19,62,45,0,0,0
1,19,65,48,0,0,0
1,19,27,47,0,0,0
1,19,37,68,0,0,0
1,19,64,49,0,0,0
1,1,45,59,1,0,1
1,20,32,47,0,0,0
1,20,25,53,0,0,0
1,20,56,45,1,0,1
1,20,20,22,0,0,0
1,20,53,44,0,0,0
1,20,54,87,0,0,0
1,20,46,76,0,0,0
1,20,54,48,0,0,0
1,20,87,65,0,0,0
1,20,62,49,0,0,0
1,20,82,72,0,0,0
1,20,82,57,0,0,0
1,20,62,78,0,0,0
1,20,55,82,0,0,0
1,20,47,73,0,0,0
1,20,45,83,0,0,0
1,20,51,83,1,0,1
1,20,63,51,0,0,0
1,20,88,70,0,0,0
1,20,66,52,0,0,0
1,20,77,56,0,0,0
1,20,29,64,0,0,0
1,21,86,66,0,0,0
1,21,52,54,0,0,0
1,21,63,52,0,0,0
1,21,40,45,0,0,0
1,21,69,73,0,0,0
1,21,76,65,0,0,0
1,21,30,44,0,0,0
1,21,58,45,0,0,0
1,22,57,44,0,0,0
1,22,26,57,0,0,0
1,22,56,90,0,0,0
1,22,30,53,0,0,0
1,22,71,56,0,0,0
1,22,35,52,0,0,0
1,22,67,93,0,0,0
1,22,29,47,0,0,0
1,22,40,55,0,0,0
1,22,62,46,0,0,0
1,22,65,60,1,0,1
1,23,29,51,0,0,0
1,23,46,53,0,0,0
1,23,61,51,0,0,0
1,23,35,44,1,0,1
1,23,46,67,0,0,0
1,23,44,56,1,0,1
1,23,31,27,1,0,1
1,23,56,44,0,0,0
1,23,64,49,0,0,0
1,23,52,77,0,0,0
1,23,54,49,0,0,0
1,23,48,88,0,0,0
1,23,85,74,0,0,0
1,3,60,45,0,0,0
1,3,14,20,0,0,0
1,3,48,89,0,0,0
1,4,75,54,1,0,1
1,5,56,60,0,0,0
1,5,57,49,0,0,0
1,5,67,49,0,0,0
1,5,64,54,0,0,0
1,6,62,79,0,0,0
1,6,30,25,0,0,0
1,6,35,58,0,0,0
1,6,44,84,1,0,3
1,7,65,59,0,0,0
1,7,47,50,0,0,0
1,7,94,67,1,1,1
1,7,85,71,0,0,0
1,7,39,59,0,0,0
1,7,43,67,0,0,0
1,7,76,62,1,0,1
1,7,88,59,0,0,0
1,7,65,80,0,0,0
1,7,65,80,0,0,0
1,7,60,64,0,0,0
1,7,27,33,0,0,0
1,7,62,49,0,0,0
1,7,58,64,0,0,0
1,7,42,46,0,0,0
1,7,75,57,0,0,0
1,8,28,46,0,0,0
1,8,76,71,1,0,1
1,8,83,66,0,0,0
1,8,42,84,0,0,0
1,8,71,55,0,0,0
1,8,70,80,1,0,1
1,8,53,54,0,0,0
1,8,12,11,0,0,0
1,8,79,67,0,0,0
1,8,76,53,0,0,0
1,8,66,59,0,0,0
1,8,58,68,0,0,0
1,8,83,61,0,0,0
1,8,65,83,1,0,1
1,8,53,53,0,0,0
1,8,66,53,0,0,0
1,8,77,57,0,0,0
1,8,63,75,0,0,0
1,8,55,92,0,0,0
1,8,48,80,0,0,0
